Key,Duplicate,Semantic number,Scrape Name,Cleaned Name,Scrape Identifier,Object (what is it?),Year,Ety. type,2nd Ety. type,Etymology,Full Expansion/Phrase,1st Jargon,1st Jargon Type Connection,2nd Jargon,2nd Jargon Type Connection,END/RECURSIVE?,Explanation,Cultural Heritage (CH),CH Subclass,CH Last Class,Version Numbering?,Source,Additional Information,3rd Jargon,3rd Jargon Type Connection,4th Jargon,4th Jargon Type Connection
403,N,1,Objective-C,Objective-C,PL,PL,<1986,,,,,Object Oriented Programming,,C,,,,,,,,,,,,,
404,N,1,Obliq,Obliq,PL,PL,1993,,,,,,,,,,,,,,,,,,,,
405,N,1,OCaml,OCaml,PL,PL,1996,Phrase,,,Objective Caml,Object Oriented Programming,,Caml,,,,,,,,,,,,,
406,N,1,occam,occam,PL,PL,1983,Attribution,,,,William Occam,,,,,"Named after William Occam, for his famous 'occam's razor' thinking tool",,,,,,,,,,
407,N,1,occam-π,occam-π,PL,PL,<2006,Relation,,,,pi-calculus,Technical,occam,,,,,,,,,,,,,
408,N,1,Octave,Octave,PL,PL,1993,Attribution,,,,Octave Levenspiel,,,,,"Named after Octave Levenspiel, ""former professor of the principal author""",,,,,https://en.wikipedia.org/wiki/GNU_Octave,,,,,
409,N,1,OmniMark,OmniMark,PL,PL,,,,,,,,,,,,,,,,,,,,,
410,N,1,Opa,Opa,PL,PL,2011,,,,,,,,,,Needs more research,,,,,https://en.wikipedia.org/wiki/Opa_(programming_language),,,,,
411,N,1,Opal,Opal,PL,PL,,Acronym,,,OPtimized Applicative Language,,,,,,,Rock,,,,,,,,,
412,N,1,Open Programming Language,Open Programming Language,PL,PL,1984,,,,,,,,,,,,,,,,,,,,
413,N,1,OpenCL,OpenCL,PL,PL,2009,Semi-Acronym,,,Open Computing Language,,,,,,,,,,,,,,,,
414,N,1,OpenEdge Advanced Business Language,OpenEdge Advanced Business Language,PL,PL,1981,None,,,,,,,,,Needs more research,,,,,,It's unclear if the first word really has no particular etymology behind,,,,
415,N,1,OpenVera,OpenVera,PL,PL,<1998,Play-on-words,Girl's Name,,,,,,,,"Language is used for verification, and ""Vera"" is close to the word",,,,,,,,,,
416,N,1,OpenQASM,OpenQASM,PL,PL,2017,Acronym,,,Open Quantum Assembly Language,,,,,,,,,,,,,,,,
417,N,1,OPS5,OPS5,PL,PL,<1980,,,,Official Production System,,,,,,,,,,YES,,,,,,
418,N,1,OptimJ,OptimJ,PL,PL,2006,Abbreviation,,,Optimization Java,Java,Relation,,,,,,,,,,,,,,
419,N,1,Orc,Orc,PL,PL,2004,Play-on-words,,,Orchestrate,,,,,,"""Using four simple concurrency primitives, the programmer orchestrates the invocation of sites to achieve a goal, while managing timeouts, priorities, and failures.""",,,,,https://orc.csres.utexas.edu/,,,,,
420,N,5,ORCA/Modula-2,ORCA/Modula-2,PL,PL,1993,Relation,,,,ORCA,,Modula-2,Relation,,A compiler for the ,Animal,Name,Orca,,,,,,,
421,N,1,Oriel,Oriel,PL,PL,,,,,,,,,,,"""The language was named after the oriel style of bay window.""",Artifact,,,,https://en.wikipedia.org/wiki/Oriel_(scripting_language),,,,,
422,N,1,Orwell,Orwell,PL,PL,1984,Attribution,,,,George Orwell,,,,,"Named after George Orwell, due ot the year of release",,,,,,,,,,
423,N,1,Oxygene,Oxygene,PL,PL,2005,Thematic,,,,,,,,,"The company managing the language has named their products all after different elements (fire, water, oxygene)",,,,,,,,,,
424,N,1,P′′,P′′,PL,PL,,,,,,,,,,,,,,,,,,,,,
425,N,1,ParaSail,ParaSail,PL,PL,2009,Abbreviation,,,Parallel Specification and Implementation Language,,,,,,,,,,,,,,,,
426,N,1,PARI/GP,PARI/GP,PL,PL,,,,,,PARI,C library,GP,,,needs more research,,,,,,,,,,
427,N,1,Pascal,Pascal,PL,PL,,,Boy's name,,,,,,,,Pascal Blaise,,,,,,,,,,
428,N,1,Pascal Script,Pascal Script,PL,PL,2000,Relation,,,,Pascal,,,,,,,,,,,,,,,
429,N,1,PCASTL,PCASTL,PL,PL,2008,Acronym,,,Parent and Childset Accessible Syntax Tree Language,,,,,,,,,,,,,,,,
430,N,1,PCF,PCF,PL,PL,1977,Acronym,,,Programming Computable Functions,,,,,,,,,,,,,,,,
431,N,1,PEARL,PEARL,PL,PL,<1977,Acronym,,,Process and experiment automation realtime language,,,,,,,,,,,,,,,,
432,N,1,PeopleCode,PeopleCode,PL,PL,1988,Company,,,,"PeopleSoft, Inc.",Company,,,,,,,,,,,,,,
433,N,1,Perl,Perl,PL,PL,1987,Play-on-words,,,,,,,,,"Named after ""pearl"", but an intentional misspelling, though there are a few ""backronyms"" such as Practical Extraction and Report Language",,,,,,,,,,
434,N,1,PDL,PDL,PL,PL,1996,,,,Perl Data Language,Perl,Relation,,,,,,,,,,,,,,
435,N,1,Pharo,Pharo,PL,PL,2008,,,,,,,,,,"""The name Pharo comes from the French word ""phare"" (French pronunciation: ​[faʁ]) which means lighthouse""`",Artifact,,,,https://en.wikipedia.org/wiki/Pharo,,,,,
436,N,1,PHP,PHP,PL,PL,1995,Acronym,,,Personal Home Page,,,,,END;RECURSIVE,PHP now stands for a new Acronym: PHP: Hypertext Preprocessor,,,,,,,,,,
437,N,1,Pico,Pico,PL,PL,1997,Word,,,,,,,,,"The language was meant to be ""small"", hence pico",,,,,,,,,,
438,N,1,Picolisp,Picolisp,PL,PL,1988,,,,,LISP,Relation,,,,Intended to be a small LISP dialect,,,,,,,,,,
439,N,1,Pict,Pict,PL,PL,1992,,,,,pi-calculus,,,,,,,,,,,,,,,
440,N,1,Pike,Pike,PL,PL,1995,Word,,,,,,,,,,Animal,Name,Pike,,,,,,,
441,N,1,PILOT,PILOT,PL,PL,1968,Acronym,,,"Programmed Inquiry, Learning, or Teaching",,,,,,,,,,,,,,,,
442,N,1,Pipelines,CMS Pipelines,PL,PL,1986,Functional,,,,CMS,,,,,Describes the thing that you can create with the programming language,,,,,,,,,,
443,N,1,Pizza,Pizza,PL,PL,2002,,,,,,,,,,Perhaps it refers to the trashy attempt at the technical goals,Food,,,,,,,,,
444,N,1,PL-11,PL-11,PL,PL,1971,Technical,,,,PDP-11,,,,,,,,,,,,,,,
445,N,1,PL/0,PL/0,PL,PL,1976,Acronym,,,,,,,,,Speculative: Programming Language 0?,,,,,,,,,,
446,N,1,PL/B,PL/B,PL,PL,1972,Acronym,,,Programming Language for Business,,,,,,,,,,,,,,,,
447,N,1,PL/C,PL/C,PL,PL,1970,Acronym,,,PL/I (from) Cornell,PL/I,,Cornell,Location,,,,,,,,,,,,
448,N,1,PL/I,PL/I,PL,PL,1964,Acronym,,,Programming Language I (1),,,,,,,,,,,,,,,,
449,N,1,PL/M,PL/M,PL,PL,1973,Acronym,,,Programming Language for Microcomputers,,,,,,,,,,,,,,,,
450,N,1,PL/P,PL/P,PL,PL,1972,Company,,,Programming Language for Prime (computers)),Prime Computer Inc.,Company,,,,,,,,,,,,,,
451,N,1,PL/S,PL/S,PL,PL,<1970,Acronym,,,Programming Language/Systems,,,,,,,,,,,,,,,,
452,N,1,PL/SQL,PL/SQL,PL,PL,~1995,Acronym,,,Programming Language SQL,SQL,,,,,,,,,,,,,,,
453,N,1,PL360,PL360,PL,PL,,Abbreviation,,,Programming Language 360,IBM System/360,,,,,,,,,,,,,,,
454,N,1,PLANC,PLANC,PL,PL,<1979,Acronym,,,Programming LAnguage for Nd Computers,Norsk Data,Company,,,,,,,,,,,,,,
455,N,1,Plankalkül,Plankalkül,PL,PL,1942,Functional,,,,,,,,,,Language,,,,,,,,,
456,N,1,Planner,Planner,PL,PL,1969,Functional,,,,,,,,,Speculative,,,,,,,,,,
457,N,1,PLEX,PLEX,PL,PL,1970<,Abbreviation,,,Programming Language for EXchanges,,,,,,,,,,,,,,,,
458,N,1,PLEXIL,PLEXIL,PL,PL,2005,Abbreviation,,,Plan Execution Interchange Language,,,,,,,,,,,,,,,,
459,N,1,Plus,Plus,PL,PL,1980,Acronym,,,Programming Language for Univac Systems,Univac,,,,,,,,,,https://dl.acm.org/doi/10.1145/954127.954144,,,,,
460,N,1,POP-11,POP-11,PL,PL,<1968,Attributuion,,,,,,,,,"Named after the creator, Robin Popplestone",,,,,https://www.cs.bham.ac.uk/research/projects/poplog/primer/,,,,,
461,N,1,POP-2,POP-2,PL,PL,<1968,Attributuion,,,,,,,,,"Named after the creator, Robin Popplestone",,,,,https://www.cs.bham.ac.uk/research/projects/poplog/primer/,,,,,
462,N,1,PostScript,PostScript,PL,PL,1982,Functional,,,,,,,,,,,,,,,,,,,
463,N,1,PortablE,PortablE,PL,PL,,,,,,Amiga E,,,,,,,,,,,,,,,
464,N,1,POV-Ray SDL,POV-Ray SDL,PL,PL,1991,Abbreviation,,,Persistence of Vision Ray Tracer,,,,,,,,,,,,,,,,
465,N,1,Powerhouse,Powerhouse,PL,PL,1982,Thematic,,,,,,,,,"Created with a software called ""Quick""",,,,,,,,,,
466,N,1,PowerBuilder,PowerBuilder,PL,PL,1992,Functional,,,,,,,,,,,,,,,,,,,
467,N,1,PowerShell,PowerShell,PL,PL,2006,Functional,,,,shell,,,,,Based on how the app is better than the previous versions,,,,,,,,,,
468,N,1,PPL,PPL,PL,PL,1969,Acronym,,,Polymorphic Programming Language,,,,,,,,,,,,,,,,
469,N,1,Processing,Processing,PL,PL,2001,Functional,,,,,,,,,Refers to what the IDE does,,,,,,,,,,
470,N,1,Processing.js,Processing.js,PL,PL,,,,,,,,,,,,,,,,,,,,,
471,N,1,Prograph,Prograph,PL,PL,1983,Abbreviation,,,Programming in Graphics,,,,,,,,,,,,,,,,
472,N,1,Project Verona,Project Verona,PL,PL,2019,Location,,,,,,,,,Needs more Research,,,,,,,,,,
473,N,1,Prolog,Prolog,PL,PL,1972,Abbreviation,,,Programmation en Logique,,,,,,,,,,,,,,,,
474,N,1,PROMAL,PROMAL,PL,PL,1984,Abbreviation,,,PROgrammer's Microapplication Language,,,,,,,,,,,,,,,,
475,N,1,Promela,Promela,PL,PL,~1983,Abbreviation,,,Protocol Meta Language,,,,,,,,,,,https://web.archive.org/web/20151007025451/https://cava.in.tum.de/templates/publications/promela.pdf,,,,,
476,N,1,PROSE modeling language,PROSE modeling language,PL,PL,1974,,,,,,,,,,It does NOT mean to mean that it is verbose; see source,,,,,https://en.wikipedia.org/wiki/PROSE_modeling_language,,,,,
477,N,1,PROTEL,PROTEL,PL,PL,,Abbreviation,,,Procedure Oriented Type Enforcing Language,,,,,,Proprietary language belonging to Nortel Networks,,,,,https://archive.org/details/globalitoutsourc00saha/page/7/mode/2up,,,,,
478,N,1,ProvideX,ProvideX,PL,PL,,,,,,,,,,,,,,,,,,,,,
479,N,1,Pro*C,Pro*C,PL,PL,<1997,Special,,,,C,,,,,"The '*' refers to the technical meaning of the character, meaning (in some languages) 'all'. Here, it refers to both versions of C (C & C++) that existed at the time, meaning that it can handle both languages/compiles to either language",,,,,http://infolab.stanford.edu/~ullman/fcdb/oracle/or-proc.html,,,,,
480,N,1,Pure,Pure,PL,PL,2008,Functional,,,,Q,,,,,,,,,,,,,,,
481,N,1,Pure Data,Pure Data,PL,PL,,,,,,,,,,,,,,,,,,,,,
482,N,1,PureScript,PureScript,PL,PL,2013,Functional,,,,,,,,,"Typed langauge, compiles to javascript",,,,,,,,,,
483,N,1,PWCT,PWCT,PL,PL,2005,Acronym,,,Programming Without Coding Technology,,,,,,,,,,,,,,,,
484,N,1,Python,Python,PL,PL,1991,Artifact,,,,,,,,,"Named after ""Monty Python""",Artifact,,,,,,,,,
485,N,1,Q (programming language from Kx Systems),Q,PL,PL,2003,,,,,K,Technical,,,,Needs more research. Also has single letter name like K,,,,,,,,,,
486,N,1,Q# (Microsoft programming language),Q#,PL,PL,2017,Acronym,,,Quantum sharp,C#,Relation,F#,Relation,,,,,,,,,,,,
487,N,1,Qalb,Qalb,PL,PL,,,,,,,,,,,Arabic for 'heart',Language,,,,https://en.wikipedia.org/wiki/Qalb_(programming_language),,,,,
488,N,1,Quantum Computation Language,Quantum Computation Language,PL,PL,<2017,Phrase,,,,,,,,,,,,,,,,,,,
489,N,1,QtScript,QtScript,PL,PL,1995,Play-on-words,,,,,,,,,Short for 'cute',,,,,,,,,,
490,N,1,QuakeC,QuakeC,PL,PL,1996,Product,,,,C,Relation,Quake,Product,,Used for the 'Quake' game,,,,,,,,,,
491,N,1,QPL,QPL,PL,PL,,,,,,,,,,,Looks to be a false entry,,,,,,,,,,
492,N,1,.QL,.QL,PL,PL,2007,Play-on-words,,,,SQL,Relation,,,,,,,,,,,,,,
493,N,1,R++,R++,PL,PL,<=1998,,,,,C++,,,,,,,,,NO,,"It's a rule-based C++, not the next version of R",,,,
494,N,1,Racket,Racket,PL,PL,1995,,,,,,,,,,"Unknown. Used to be called PLT Scheme, after the PLT Inc. company",,,,,,,,,,
495,N,1,Raku,Raku,PL,PL,,,,,,Rakudo,Relation,,,,"Mascot: ""Her name is a nod to the camel mascot associated with Perl, and her form, in the pun-loving tradition of the Perl community, is a play on ""software bug"".""

Etymology: ""Rakudo"" was the only comiler for perl6 that was being developed, Thus, the language was named after the compiler",,,,,"https://en.wikipedia.org/wiki/Raku_(programming_language)#Mascot
https://en.wikipedia.org/wiki/Rakudo",,,,,
496,N,1,RAPID,RAPID,PL,PL,1994,,,,,,,,,,Needs more research,,,,,https://en.wikipedia.org/wiki/RAPID,,,,,
497,N,1,Rapira,Rapira,PL,PL,1982,Word,,,,,,,,,"Russian for ""rapier"", the weapon",Language,,,,,,,,,
498,N,1,Ratfiv,Ratfiv,PL,PL,"1976<, <1982",Play-on-words,,,,Ratfiv,,,,,"Play on words, that the ""for"" in fortran means the number. Ratfiv is just the next version number",,,,YES,,,,,,
499,N,1,Ratfor,Ratfor,PL,PL,1976,Abbreviation,,,Rational Fortran,Fortran,Relation,,,,,,,,,,,,,,
500,N,1,Reason,Reason,PL,PL,2016,,,,,,,,,,Needs more research,,,,,https://reasonml.github.io/docs/en/community,,,,,
501,N,1,REBOL,REBOL,PL,PL,1997,Company,,,,REBOL (company),,,,,,,,,,,,,,,
502,N,1,Red,Red,PL,PL,2011,Relation,,,,Rebol,,,,,,,,,,,,,,,
503,N,1,Redcode,Redcode,PL,PL,~1983,Thematic,,,,,,,,,"Its name in part is probably responsible to to the VM named MARS (Memory Array Redcode Simulator), thus establishing a theme",,,,,,,,,,
504,N,1,REFAL,REFAL,PL,PL,1968,Acronym,,,Recursive functions algorithmic language,,,,,,Russian name: РЕФАЛ,Language,,,,,,,,,
505,N,1,REXX,REXX,PL,PL,1979,Abbreviation,,,Restructured Extended Executor,EXEC,Length,,,,,,,,,,,,,,
506,N,1,Ring,Ring,PL,PL,,,,,,,,,,,Needs more research. From an arabic country,,,,,,,,,,
507,N,1,ROOP,ROOP,PL,PL,1995,Acronym,,,"Rule-based and Object-oriented AI Programming Language,",Object-Oriented Programming,,,,,,,,,,,,,,,
508,N,1,RPG,RPG,PL,PL,1959,Acronym,,,Report Generation Operation,,,,,,,,,,,,,,,,
509,N,1,RPL,RPL,PL,PL,1984,Acronym,,,Reverse Polish LISP,LISP,,,,,,,,,,,,,,,
510,N,1,RSL,RSL,PL,PL,2002,Acronym,,,Robot Scripting Language,,,,,,"Used in the computer game ""Robot Battle""",,,,,,,,,,
511,N,1,RTL/2,RTL/2,PL,PL,1972,Acronym,,,Real-Time Language,,,,,,Speculative v3ersion numbering: No reference to any version 1,,,,YES,,,,,,
512,N,1,Ruby,Ruby,PL,PL,1995,Word,,,,,,,,,,Rock,,,,,,,,,
513,N,1,Rust,Rust,PL,PL,2010,Word,,,,,,,,,Refers to the chemical that forms when iron oxidizes,,,,,,,,,,
514,N,1,S-Lang,S-Lang,PL,PL,1992,Abbreviation,,,Scripting Language,,,,,,,,,,,,,,,,
515,N,1,S-PLUS,S-PLUS,PL,PL,1988,,,,,S,Relation,,,,,,,,YES,,,,,,
516,N,1,SA-C,SA-C,PL,PL,,Abbreviation,,,Single Assignment C,C,Relation,,,,,,,,,,,,,,
517,N,1,SabreTalk,SabreTalk,PL,PL,1987,Phrase,,,Sabre Talk,,,,,,dialect of PL/I,,,,,,,,,,
518,N,1,SAIL,SAIL,PL,PL,1970,Acronym,,,Stanford Artificial Intelligence Language,Stanford,,,,,,,,,,,,,,,
519,N,1,SAKO,SAKO,PL,PL,1961,Acronym,,,System Automatycznego Kodowania Operacji,,,,,,,,,,,,,,,,
520,N,1,SAS,SAS,PL,PL,1972,Acronym,,,Statistical Analysis System,,,,,,,,,,,,,,,,
521,N,1,SASL,SASL,PL,PL,1972,Acronym,,,St Andrews Static Language,St. Andrews,,,,,,,,,,,,,,,
522,N,1,Sather,Sather,PL,PL,1990,Thematic,,,,Eiffel,,Sather Tower,,,,,,,,,,,,,
523,N,1,Sawzall,Sawzall,PL,PL,2003,Product,,,,,,,,,Named after the Sawzall tool ,,,,,"https://www.milwaukeetool.com/products/power-tools/corded/6519-31

https://www.unofficialgoogledatascience.com/2015/12/replacing-sawzall-case-study-in-domain.html",,,,,
524,N,1,Scala,Scala,PL,PL,2004,Abbreviation,,,scalable language,,,,,,,,,,,,,,,,
525,N,1,Scheme,Scheme,PL,PL,~1975,Abbreviation,,,,,,,,,"""Scheme was originally called ""Schemer"", in the tradition of other Lisp-derived languages such as Planner or Conniver.""",,,,,,,,,,
526,N,1,Scilab,Scilab,PL,PL,1990,,,,,,,,,,"Originally named ""Psilab"", the ""psi"" being the greek letter, likely denoting a variable used in science. Perhaps also a portmanteau of ""science"" and ""laboratory""",,,,,,,,,,
527,N,1,Scratch,Scratch,PL,PL,2003,Thematic,,,,Squeak,,,,,Cat themed. Also thematically connected to Squeak (small snimals),Animal,Theme,,,,,,,,
528,N,1,Script.NET,Script.NET,PL,PL,<2010,Abbreviation,,,,.NET,Relation,,,,,,,,,,,,,,
529,N,1,Sed,Sed,PL,PL,1974,Abbreviation,,,stream editor,stream,,,,,,,,,,,,,,,
530,N,1,Seed7,Seed7,PL,PL,2005,,,,,,,,,,Needs more research,,,,,,https://seed7.sourceforge.net/links.htm,,,,
531,N,1,Self,Self,PL,PL,1986,Technical,,,,,,,,,"Refers to the ""self""/""this"" concept in OOP",,,,,,,,,,
532,N,1,SenseTalk,SenseTalk,PL,PL,1992,Functional,,,,,,,,,"The script was meant has making ""sense"" to non-programmers, i.e. written in such a way that it makes as much sense of possible",,,,,,,,,,
533,N,1,SequenceL,SequenceL,PL,PL,1989,Functional,,,,,,,,,"Speculative: Perhaps the name refers to how processes need to be sequenced, or parallelized",,,,,,,,,,
534,N,1,Serpent,Serpent,PL,PL,2014,Thematic,,,,,,,,,"Needs more reseqrch, in particular to find the year. Serpent thematically derives its name from the snake theme of Python",Animal,Name,Snake (Serpent),,,Year found via github repo API,,,,
535,N,1,SETL,SETL,PL,PL,1969,Acronym,,,SET Language,set,Technical,,,,Refers to the mathematical concept known as a set,,,,,,,,,,
536,N,1,Short Code,Short Code,PL,PL,1950,Functional,,,,,,,,,Refers to the length of the written code ,,,,,,,,,,
537,N,1,SIMPOL,SIMPOL,PL,PL,1983,,,,,,,,,,Needs more reserach,,,,,,https://www.superbase.com/contact/,,,,
538,N,1,SIGNAL,SIGNAL,PL,PL,~1981,Functional,,,,,,,,,"Named this way, as it is a language used primarily for signal processing",,,,,,,,,,
539,N,1,SiMPLE,SiMPLE,PL,PL,1995,Acronym,,,SiMPLE Modular Programming Language & Environment,SiMPLE,,,,RECURSIVE,,,,,,,,,,,
540,N,1,SIMSCRIPT,SIMSCRIPT,PL,PL,1971,Functional,Abbreviation,,,,,,,,Used for simulations. It is a scripting language. See Simula,,,,,,,,,,
541,N,1,Simula,Simula,PL,PL,1962,Functional,Abbreviation,,,,,,,,See SimsScript,,,,,,,,,,
542,N,1,Simulink,Simulink,PL,PL,1992,Functional,Abbreviation,,,,,,,,"Formerly known as Simulab. See Simula, SIMSCRIPT",,,,,,,,,,
543,N,1,SISAL,SISAL,PL,PL,1983,Acronym,,,Streams and Iteration in a Single Assignment Language,stream,,,,,,,,,,,,,,,
544,N,1,SKILL,SKILL,PL,PL,1990,Language,,,,,,,,,"Based on a library component known as Silicon Compiler Interface Language (SCIL), which sounds like ""SKILL""",,,,,,This is the first phonological morphing discoverd so far,,,,
545,N,1,SLIP,SLIP,PL,PL,1963,Abbreviation,,,Symmetric LIst Processor,,,,,,,,,,,,,,,,
546,N,1,SMALL,SMALL,PL,PL,1980,Acronym,,,Small Machine Algol Like Language,ALGOL,,,,,,,,,,,,,,,
547,N,1,Smalltalk,Smalltalk,PL,PL,1972,,,,,,,,,,Speculation: Perhaps connected to the Speakeasy programming language,,,,,,,,,,
548,N,1,SML,Standard ML,PL,PL,1983,Acronym,,Standard ML,Standard ML,ML,,,,,,,,,,,,,,,
549,N,1,Strongtalk,Strongtalk,PL,PL,2002,Thematic,,,,,,,,,"Similar structure to Smalltalk, on which it is based on",,,,,,,,,,
550,N,1,Snap!,Snap!,PL,PL,2011,,,,,,,,,,"Refers to the ""snapping"" of two blocks together",,,,,,,,,,
551,N,1,SNOBOL,SNOBOL,PL,PL,1962,Abbreviation,,,StriNg Oriented and symBOlic Language,string,,,,,,,,,,,,,,,
552,N,2,SPITBOL,SPITBOL,PL,PL,,,,,,,,,,,,,,,,,,,,,
553,N,1,Snowball,Snowball,PL,PL,2001,Thematic;Language,,,,,,,,,"Sounds like SNOBOL, which it took inspiration from",,,,,,,,,,
554,N,1,SOL,SOL,PL,PL,2002,Acronym,,,Secure Operations Language,,,,,,,,,,,,,,,,
555,N,1,Solidity,Solidity,PL,PL,2014,Functional,,,,,,,,,Speculative: refers to the solidness of blockchain? Needs more reseach,,,,,,,,,,
556,N,1,SOPHAEROS,SOPHAEROS,PL,PL,,,,,,,,,,,,,,,,,,,,,
557,N,1,Source,Source,PL,PL,,,,,,,,,,,,,,,,,,,,,
558,N,1,SPARK,SPARK,PL,PL,,Abbreviation,,,,SPADE,,Ada,,,Originates from SPARK - The SPADE Ada Kernel (including RavenSPARK),,,,,,,,,,
559,N,1,Speakeasy,Speakeasy,PL,PL,1964,,,,,,,,,,,,,,,,,,,,
560,N,1,Speedcode,Speedcode,PL,PL,1953,Functional,,,,,,,,,Refers to how fast one is able to write code,,,,,,,,,,
561,N,1,SPIN,SPIN,PL,PL,2006,Product,,,,Propeller,,,,,Takes its name from the propeller product (propellers spin),,,,,,,,,,
562,N,1,SP/k,SP/k,PL,PL,1974,Acronym,,,Structured Programming,,,,,,,,,,YES,,,,,,
563,N,1,SPS,SPS,PL,PL,1959,Acronym,,,Symbolic Programming System,,,,,,,,,,,,,,,,
564,N,1,SQL,SQL,PL,PL,1974,Acronym,,,Structured Query Language,,,,,,,,,,,,,,,,
565,N,1,SQR,SQR,PL,PL,1980<,Acronym,,,Structured Query Reporter,,,,,,,,,,,,,,,,
566,N,1,Squeak,Squeak,PL,PL,1996,Thematic,,,,,,,,,,Animal,Theme,,,,,,,,
567,N,1,Squirrel,Squirrel,PL,PL,2003,Word,,,,,,,,,Refers to the smallness of the language,Animal,Name,Squirrel,,,,,,,
568,N,1,S/SL,S/SL,PL,PL,1980,Acronym,,,Syntax/Semantic Language,,,,,,,,,,,,,,,,
569,N,1,Starlogo,Starlogo,PL,PL,2001,Relation,,,,Logo,,,,,,Animal,Logo,Turtle,,,,,,,
570,N,1,Strand,Strand,PL,PL,,,,,,,,,,,Named after the same name prolog implementation,,,,,,,,,,
571,N,1,Stata,Stata,PL,PL,1985,Functional,,,,,,,,,Refers to its use of statistics,,,,,,,,,,
572,N,1,Stateflow,Stateflow,PL,PL,~2000,Functional,,,,,,,,,"Describes Finite state automata/Kripke structures, whereby the execution causes states to be ""arrrived"" at, f=by flowing to them",,,,,,,,,,
573,N,1,Subtext,Subtext,PL,PL,~2005,,,,,,,,,,,,,,,,,,,,
574,N,1,SBL,SBL,PL,PL,1983,,,,,,,,,,Needs more research. Wasnt this language mentioned somewhere above?,,,,,,,,,,
575,N,1,SuperCollider,sclang,PL,PL,1996,Product,,,,SuperCollider,,,,,Named after the supercollider product,,,,,,,,,,
576,N,1,Superplan,Superplan,PL,PL,1949,Technical,,,,Rechenplan,Konrad Zuse terminology,Plankalkül,,,Similar naming,,,,,,,,,,
577,N,1,SuperTalk,SuperTalk,PL,PL,,Functional,,,,,,,,,Based on the Supercard System. Neeeds more research,,,,,,,,,,
578,N,1,Swift (Apple programming language),Swift (1),PL,PL,2014,Functional,,,,,,,,,Refers to the sped of execution,Animal,Name;Logo,Swift,,,,,,,
579,N,1,Swift (parallel scripting language),Swift (2),PL,PL,2007,Functional,,,,,,,,,"Uses parallel programming, hence why it is ""swift""",,,,,,,,,,
580,N,1,SYMPL,SYMPL,PL,PL,1970<,Play-On-words,,,,JOVIAL,,,,,"Simplification of Jovial, both with two syllables and capitalization",,,,,,,,,,
581,N,1,TACL,TACL,PL,PL,1974<,Acronym,,,Tandem Advanced Command Language,Tandem Computers Inc.,,,,,,,,,,,,,,,
582,N,1,TACPOL,TACPOL,PL,PL,<1972,Abbreviation,,,Tactical Procedure Oriented Language,,,,,,,,,,,,,,,,
583,N,1,TADS (Text Adventure Development System),TADS,PL,PL,1988,Acronym,,,Text Adventure Development System,,,,,,,,,,,,,,,,
584,N,1,TAL,TAL,PL,PL,"1974<, <1993",,,,Tandem Application Language,,,,,,,,,,,,,,,,
585,N,1,Tcl,Tcl,PL,PL,1988,Acronym,,,Tool Command Language,,,,,,,,,,,,,,,,
586,N,1,Tea,Tea,PL,PL,1997,Thematic,,,,Java,,,,,"Plays on the theme of java coffee, but instead, it takes the opposite of it, namely tea",,,,,,,,,,
587,N,1,TECO (Text Editor and Corrector),TECO,PL,PL,1962,Abbreviation,,,Text Editor & Corrector,,,,,,,,,,,,,,,,
588,N,1,TELCOMP,TELCOMP,PL,PL,1964,,,,,,,,,,"Speculation: Tele-computing: ""In those early days, the TELCOMP service made four PDP-1 TSS terminals on BBN
research computer available via dial-up connection""",,,,,https://walden-family.com/bbn/bbn-print2.pdf,,,,,
589,N,1,TeX,TeX,PL,PL,1978,Language,,,,TEX,,,,,"The letters Tau, Epsilon and Chi, form the first few letter of the greek word  τέχνη, meaning ""both ""art"" and ""craft"""". The type setting, was to distinguish it from the 1st Jargon",,,,,https://en.wikipedia.org/wiki/TeX#History,,,,,
590,N,1,TEX (Text Executive Programming Language),TEX,PL,PL,1979,Acronym,,,Text Executive Programming Language,,,,,,,,,,,,"This, along with TeX doesn't quite make sense in terms of years. Thus, TeX and TEX creators must have overlapped in their careers, OR, the years are off.",,,,
591,N,1,TIE,TIE,PL,PL,1997<,Acronym,,,Tensilica Instruction Extension,Tensilica,,,,,,,,,,,,,,,
592,N,1,TMG (TransMo Griffer),TMG,PL,PL,1965,Abbreviation;Functional,,,,,,,,,"It describes the absolute change of code, into a compiler (i.e. it is a compiler compiler, hence why such a monstrous word was used)",,,,,,,,,,
593,N,1,Tom,Tom,PL,PL,,Artifact,Boy's name,,,,,,,,,,,,,,,,,,
594,N,1,Toi,Toi,PL,PL,,,,,,,,,,,"Misspelling ""toy"", as a way to present it as an educational language",,,,,,,,,,
595,N,3,Topspeed (Clarion),Clarion,PL,PL,,,,,,,,,,,"Speculation: A language that is meant to be expressive and clear, hence ""clarion"", a play on words for ""Klar""",,,,,,,,,,
596,N,1,TPU (Text Processing Utility) (michal: DECTPU),TPU,PL,PL,,,,,Digital Equipment Corporation Text Processing Utility,Digital Equipment Corporation,,,,,,,,,,,,,,,
597,N,1,Trac,Trac,PL,PL,,Acronym,,,Text Reckoning And Compiling,,,,,,,,,,,,,,,,
598,N,1,TTM,TTM,PL,PL,1968,,,,,,,,,,,,,,,,,,,,
